 0.7130E-01 0.5000E-01
 0.9440E-01 0.3095E+01
 0.1175E+00 0.2318E+02
 0.1406E+00 0.6180E+02
 0.1637E+00 0.1045E+03
 0.1868E+00 0.1314E+03
 0.2099E+00 0.1499E+03
 0.2330E+00 0.1693E+03
 0.2561E+00 0.1845E+03
 0.2792E+00 0.1972E+03
 0.3023E+00 0.1300E+00
 0.3254E+00 0.4460E+00
 0.3485E+00 0.1178E+01
 0.3716E+00 0.2565E+01
 0.3947E+00 0.4941E+01
 0.4178E+00 0.8473E+01
 0.4409E+00 0.1311E+02
 0.4640E+00 0.1886E+02
 0.4871E+00 0.2555E+02
 0.5102E+00 0.3292E+02
 0.5333E+00 0.3177E+02
 0.5564E+00 0.3899E+02
 0.5795E+00 0.4560E+02
 0.6026E+00 0.5213E+02
 0.6257E+00 0.5936E+02
 0.6488E+00 0.6827E+02
 0.6719E+00 0.7670E+02
 0.6950E+00 0.8419E+02
 0.7181E+00 0.9090E+02
 0.7412E+00 0.9724E+02
 0.7643E+00 0.1039E+03
 0.7874E+00 0.1110E+03
 0.8105E+00 0.1182E+03
 0.8336E+00 0.1245E+03
 0.8567E+00 0.1303E+03
 0.8798E+00 0.1355E+03
 0.9029E+00 0.1400E+03
 0.9260E+00 0.1442E+03
 0.9491E+00 0.1479E+03
 0.9722E+00 0.1512E+03
 0.9953E+00 0.1540E+03
 0.1018E+01 0.1566E+03
 0.1041E+01 0.1589E+03
 0.1065E+01 0.1606E+03
 0.1088E+01 0.1619E+03
 0.1111E+01 0.1627E+03
 0.1134E+01 0.1630E+03
 0.1157E+01 0.1629E+03
 0.1180E+01 0.1623E+03
 0.1203E+01 0.1612E+03
 0.1226E+01 0.1598E+03
 0.1249E+01 0.1580E+03
 0.1273E+01 0.1558E+03
 0.1296E+01 0.1533E+03
 0.1319E+01 0.1505E+03
 0.1342E+01 0.1473E+03
 0.1365E+01 0.1438E+03
 0.1388E+01 0.1400E+03
 0.1411E+01 0.1360E+03
 0.1434E+01 0.1318E+03
 0.1457E+01 0.1275E+03
 0.1480E+01 0.1231E+03
 0.1503E+01 0.1185E+03
 0.1527E+01 0.1139E+03
 0.1550E+01 0.1093E+03
 0.1573E+01 0.1047E+03
 0.1596E+01 0.1001E+03
 0.1619E+01 0.9543E+02
 0.1642E+01 0.9081E+02
 0.1665E+01 0.8624E+02
 0.1688E+01 0.8179E+02
 0.1711E+01 0.7734E+02
 0.1735E+01 0.7303E+02
 0.1758E+01 0.6879E+02
 0.1781E+01 0.6461E+02
 0.1804E+01 0.6047E+02
 0.1827E+01 0.5642E+02
 0.1850E+01 0.5245E+02
 0.1873E+01 0.4857E+02
 0.1896E+01 0.4483E+02
 0.1919E+01 0.4085E+02
 0.1942E+01 0.3690E+02
 0.1965E+01 0.3321E+02
 0.1989E+01 0.2977E+02
 0.2012E+01 0.2493E+02
 0.2035E+01 0.1948E+02
 0.2058E+01 0.1512E+02
 0.2081E+01 0.1169E+02
 0.2104E+01 0.9010E+01
 0.2127E+01 0.6925E+01
 0.2150E+01 0.5325E+01
 0.2173E+01 0.4089E+01
 0.2197E+01 0.3148E+01
 0.2220E+01 0.4716E+01
 0.2243E+01 0.4387E+01
 0.2266E+01 0.4100E+01
 0.2289E+01 0.3864E+01
 0.2312E+01 0.3762E+01
 0.2335E+01 0.3660E+01
 0.2358E+01 0.3559E+01
 0.2381E+01 0.3476E+01
 0.2404E+01 0.3392E+01
 0.2428E+01 0.3312E+01
 0.2451E+01 0.3237E+01
 0.2474E+01 0.3168E+01
 0.2497E+01 0.3091E+01
 0.2520E+01 0.3005E+01
 0.2543E+01 0.2919E+01
 0.2566E+01 0.2844E+01
 0.2589E+01 0.2753E+01
 0.2612E+01 0.2651E+01
 0.2635E+01 0.2558E+01
 0.2658E+01 0.2464E+01
 0.2682E+01 0.2370E+01
 0.2705E+01 0.2281E+01
 0.2728E+01 0.2199E+01
 0.2751E+01 0.2125E+01
 0.2774E+01 0.2037E+01
 0.2797E+01 0.1952E+01
 0.2820E+01 0.1875E+01
 0.2843E+01 0.1798E+01
 0.2866E+01 0.1724E+01
 0.2889E+01 0.1661E+01
 0.2913E+01 0.1600E+01
 0.2936E+01 0.1534E+01
 0.2959E+01 0.1477E+01
 0.2982E+01 0.1431E+01
 0.3005E+01 0.1380E+01
