7.1345001E-2	0.282683
7.158E-2	0.284454
7.164E-2	0.284893
7.1679994E-2	0.285184
7.1699999E-2	0.285328
7.1704999E-2	0.285365
7.1709998E-2	0.285399
7.1989998E-2	0.2873483
7.3259994E-2	0.2946127
7.4474998E-2	0.2989673
7.4924998E-2	0.299886
7.5989999E-2	0.300568
7.6849997E-2	0.299875
7.7570006E-2	0.298684
7.897E-2	0.295498
7.9964995E-2	0.293142
8.0359995E-2	0.2923094
8.0750003E-2	0.2915893
8.1335001E-2	0.2907657
8.1919998E-2	0.2903303
8.2275003E-2	0.2902987
8.2505003E-2	0.290386
8.2735002E-2	0.290565
8.309E-2	0.291031
8.3669998E-2	0.2923443
8.4254995E-2	0.294452
8.484E-2	0.297439
8.529E-2	0.300398
8.5604995E-2	0.302837
8.5919999E-2	0.305598
8.6240001E-2	0.3087457
8.6400002E-2	0.310458
8.6405002E-2	0.3105117
8.6410001E-2	0.3105657
8.6415E-2	0.310622
8.6465001E-2	0.311177
8.6600006E-2	0.312724
8.6734995E-2	0.314339
8.6884998E-2	0.316215
8.7095E-2	0.3189853
8.7310001E-2	0.322003
8.7525003E-2	0.325211
8.7844998E-2	0.330343
8.8129997E-2	0.335285
8.8425003E-2	0.3407846
8.8875003E-2	0.349951
8.9325003E-2	0.3600946
8.9705005E-2	0.369459
8.9929998E-2	0.3753583
9.0245001E-2	0.384071
9.0739995E-2	0.3988746
9.1085002E-2	0.410024
9.1254994E-2	0.415772
9.1405004E-2	0.420992
9.1665E-2	0.4303614
9.1954999E-2	0.441307
9.2234999E-2	0.452379
9.2629999E-2	0.4688665
9.3075E-2	0.488691
9.3439996E-2	0.505969
9.3659997E-2	0.516835
9.3820006E-2	0.524957
9.4054997E-2	0.5372199
9.4284996E-2	0.5496194
9.4510004E-2	0.5621284
9.482E-2	0.58
9.5290005E-2	0.6085166
9.5860004E-2	0.645465
9.6165001E-2	0.666335
9.6369997E-2	0.680799
9.668E-2	0.703352
9.6960001E-2	0.7244368
9.7220004E-2	0.744632
9.7495005E-2	0.76665
9.7750001E-2	0.787678
9.8464996E-2	0.8498462
9.9535003E-2	0.9520391
0.10014	1.014871
0.10089	1.09792
0.10157	1.178
0.10206	1.23842
0.102725	1.323951
0.1032	1.38745
0.1035	1.428569
0.10389	1.48315
0.10453	1.57543
0.104965	1.640018
0.10529	1.689232
0.10582	1.77117
0.10638	1.85997
0.106915	1.946852
0.107355	2.01974
0.10765	2.06931
0.1078	2.094732
0.107815	2.09728
0.10788	2.108352
0.108125	2.15028
0.10853	2.220402
0.10895	2.29414
0.10937	2.36886
0.10985	2.45544
0.11046	2.56717
0.110965	2.66103
0.11147	2.75608
0.11227	2.90887
0.113515	3.15155
0.114555	3.358194
0.11581	3.61144
0.11805	4.07094
0.119305	4.33077
0.12057	4.593105
0.12223	4.93624
0.12299	5.092335
0.123685	5.234255
0.12438	5.37521
0.12524	5.54804
0.125945	5.68826
0.126595	5.816414
0.12738	5.9698
0.1281	6.109187
0.128975	6.276979
0.13003	6.477079
0.13091	6.642236
0.13185	6.816973
0.132905	7.011214
0.133845	7.18266
0.1353	7.44535
0.13701	7.75034
0.13836	7.988669
0.13957	8.20071
0.14085	8.423668
0.142115	8.642879
0.14335	8.85607
0.14465	9.07986
0.1462	9.346229
0.147865	9.632311
0.1495	9.91375
0.151105	10.191
0.15262	10.45382
0.154065	10.70561
0.15545	10.94789
0.15719	11.25381
0.15936	11.63771
0.161655	12.04689
0.16406	12.47939
0.16653	12.92759
0.169225	13.42179
0.171895	13.91693
0.174755	14.4537
0.17807	15.08593
0.18147	15.7538
0.185115	16.50358
0.1893	17.4241
0.193715	18.4852
0.198235	19.691
0.20369	21.3323
0.210605	23.56862
0.21907	26.1199
0.22789	27.99686
0.23688	29.41887
0.24658	32.54626
0.256225	39.24804
0.26593	43.50144
0.275715	42.8131
0.28217	33.3301
0.2838	30.26433
0.28391	30.0512
0.284135	29.61323
0.28541	27.0851
0.286855	24.15088
0.28793	21.9439
0.28893	19.88888
0.289905	17.89682
0.291215	15.26041
0.292105	13.50971
0.293145	11.52011
0.29385	10.21325
0.29466	8.760491
0.29626	6.071444
0.297215	4.599365
0.29768	3.92308
0.298305	3.059034
0.29893	2.249568
0.299555	1.498001
0.30072	1.065951
0.3023	1.210679
0.30315	1.288539
0.304125	1.37785
0.306295	1.57662
0.308205	1.75158
0.3094	1.861038
0.31125	2.0305
0.31375	2.2595
0.31625	2.4885
0.31875	2.717497
0.32156	2.97489
0.32562	3.34679
0.329545	3.70632
0.33146	3.88174
0.332435	3.971059
0.33341	4.06036
0.3339	4.105236
0.334065	4.120373
0.33491	4.19776
0.336	4.2976
0.33685	4.375469
0.338135	4.493161
0.339355	4.604919
0.340205	4.682779
0.34089	4.745515
0.3411	4.764755
0.34176	4.825224
0.34308	4.94612
0.3444	5.067035
0.345875	5.20216
0.346845	5.290994
0.347	5.305194
0.349	5.488389
0.35125	5.694499
0.35175	5.740294
0.352	5.763194
0.352725	5.82961
0.354175	5.96243
0.35563	6.09571
0.357085	6.22899
0.359025	6.40669
0.361455	6.629273
0.363885	6.85187
0.36544	6.994301
0.36632	7.074896
0.367505	7.183468
0.368765	7.29888
0.369765	7.39048
0.37076	7.481606
0.37187	7.583305
0.373215	7.706497
0.37491	7.86176
0.37731	8.12632
0.379005	8.304961
0.380345	8.441072
0.382635	8.664421
0.383815	8.77544
0.385095	8.893121
